Year,Country / territory of asylum/residence,Origin,Population type,Value
2013,Greece,Burkina Faso,Asylum-seekers,197
2013,Greece,Burkina Faso,Refugees (incl. refugee-like situations),7
2013,Greece,Bangladesh,Asylum-seekers,7065
2013,Greece,Bangladesh,Refugees (incl. refugee-like situations),46
2013,Greece,Bahrain,Asylum-seekers,0
2013,Greece,Bosnia and Herzegovina,Asylum-seekers,2
2013,Greece,Belarus,Asylum-seekers,18
2013,Greece,Belarus,Refugees (incl. refugee-like situations),2
2013,Greece,Belize,Asylum-seekers,1
2013,Greece,Bolivia (Plurinational State of),Asylum-seekers,1
2013,Greece,Brazil,Asylum-seekers,1
2013,Greece,Barbados,Asylum-seekers,7
2013,Greece,Bhutan,Asylum-seekers,2
2013,Greece,Central African Rep.,Asylum-seekers,1
2013,Greece,Central African Rep.,Refugees (incl. refugee-like situations),16
2013,Greece,Canada,Asylum-seekers,0
2013,Greece,Canada,Refugees (incl. refugee-like situations),2
2013,Greece,Chile,Asylum-seekers,1
2013,Greece,Chile,Refugees (incl. refugee-like situations),1
2013,Greece,China,Asylum-seekers,800
2013,Greece,China,Refugees (incl. refugee-like situations),12
2013,Greece,Côte d'Ivoire,Asylum-seekers,245
2013,Greece,Côte d'Ivoire,Refugees (incl. refugee-like situations),27
2013,Greece,Cameroon,Asylum-seekers,108
2013,Greece,Cameroon,Refugees (incl. refugee-like situations),19
2013,Greece,Dem. Rep. of the Congo,Asylum-seekers,138
2013,Greece,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),31
2013,Greece,Congo,Asylum-seekers,183
2013,Greece,Congo,Refugees (incl. refugee-like situations),10
2013,Greece,Colombia,Asylum-seekers,0
2013,Greece,Comoros,Asylum-seekers,33
2013,Greece,Comoros,Refugees (incl. refugee-like situations),1
2013,Greece,Cabo Verde,Asylum-seekers,0
2013,Greece,Cuba,Asylum-seekers,7
2013,Greece,Djibouti,Asylum-seekers,0
2013,Greece,Dominica,Asylum-seekers,6
2013,Greece,Dominican Rep.,Asylum-seekers,104
2013,Greece,Algeria,Asylum-seekers,280
2013,Greece,Algeria,Refugees (incl. refugee-like situations),16
2013,Greece,Ecuador,Asylum-seekers,0
2013,Greece,Egypt,Asylum-seekers,766
2013,Greece,Egypt,Refugees (incl. refugee-like situations),31
2013,Greece,Eritrea,Asylum-seekers,253
2013,Greece,Eritrea,Refugees (incl. refugee-like situations),50
2013,Greece,Western Sahara,Asylum-seekers,0
2013,Greece,Ethiopia,Asylum-seekers,464
2013,Greece,Ethiopia,Refugees (incl. refugee-like situations),72
2013,Greece,Gabon,Asylum-seekers,1
2013,Greece,Georgia,Asylum-seekers,4764
2013,Greece,Georgia,Refugees (incl. refugee-like situations),84
2013,Greece,Ghana,Asylum-seekers,603
2013,Greece,Ghana,Refugees (incl. refugee-like situations),20
2013,Greece,Guinea,Asylum-seekers,255
2013,Greece,Guinea,Refugees (incl. refugee-like situations),15
2013,Greece,Gambia,Asylum-seekers,101
2013,Greece,Gambia,Refugees (incl. refugee-like situations),1
2013,Greece,Guinea-Bissau,Asylum-seekers,3
2013,Greece,Equatorial Guinea,Asylum-seekers,2
2013,Greece,Guyana,Asylum-seekers,0
2013,Greece,Honduras,Asylum-seekers,3
2013,Greece,Honduras,Refugees (incl. refugee-like situations),1
2013,Greece,Haiti,Asylum-seekers,1
2013,Greece,Indonesia,Asylum-seekers,155
2013,Greece,Indonesia,Refugees (incl. refugee-like situations),2
2013,Greece,India,Asylum-seekers,559
2013,Greece,India,Refugees (incl. refugee-like situations),4
2013,Greece,Iran (Islamic Rep. of),Asylum-seekers,573
2013,Greece,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),321
2013,Greece,Iraq,Asylum-seekers,2816
2013,Greece,Iraq,Refugees (incl. refugee-like situations),1019
2013,Greece,Iceland,Asylum-seekers,0
2013,Greece,Israel,Asylum-seekers,0
2013,Greece,Israel,Refugees (incl. refugee-like situations),2
2013,Greece,Jordan,Asylum-seekers,5
2013,Greece,Jordan,Refugees (incl. refugee-like situations),2
2013,Greece,Japan,Asylum-seekers,0
2013,Greece,Kazakhstan,Asylum-seekers,13
2013,Greece,Kenya,Asylum-seekers,190
2013,Greece,Kenya,Refugees (incl. refugee-like situations),6
2013,Greece,Kyrgyzstan,Refugees (incl. refugee-like situations),1
2013,Greece,Lebanon,Asylum-seekers,64
2013,Greece,Lebanon,Refugees (incl. refugee-like situations),5
2013,Greece,Liberia,Asylum-seekers,26
2013,Greece,Libya,Asylum-seekers,14
2013,Greece,Libya,Refugees (incl. refugee-like situations),10
2013,Greece,Sri Lanka,Asylum-seekers,228
2013,Greece,Sri Lanka,Refugees (incl. refugee-like situations),21
2013,Greece,Morocco,Asylum-seekers,285
2013,Greece,Morocco,Refugees (incl. refugee-like situations),11
2013,Greece,Rep. of Moldova,Asylum-seekers,148
2013,Greece,Madagascar,Asylum-seekers,3
2013,Greece,Madagascar,Refugees (incl. refugee-like situations),1
2013,Greece,The former Yugoslav Republic of Macedonia,Asylum-seekers,5
2013,Greece,Mali,Asylum-seekers,48
2013,Greece,Mali,Refugees (incl. refugee-like situations),1
2013,Greece,Myanmar,Asylum-seekers,47
2013,Greece,Myanmar,Refugees (incl. refugee-like situations),6
2013,Greece,Montenegro,Asylum-seekers,0
2013,Greece,Mongolia,Asylum-seekers,3
2013,Greece,Mauritania,Asylum-seekers,142
2013,Greece,Mauritania,Refugees (incl. refugee-like situations),8
2013,Greece,Mauritius,Asylum-seekers,0
2013,Greece,Niger,Asylum-seekers,9
2013,Greece,Nigeria,Asylum-seekers,1838
2013,Greece,Nigeria,Refugees (incl. refugee-like situations),103
2013,Greece,Nepal,Asylum-seekers,22
2013,Greece,Oman,Asylum-seekers,0
2013,Greece,Pakistan,Asylum-seekers,16055
2013,Greece,Pakistan,Refugees (incl. refugee-like situations),84
2013,Greece,Peru,Asylum-seekers,1
2013,Greece,Philippines,Asylum-seekers,165
2013,Greece,Philippines,Refugees (incl. refugee-like situations),1
2013,Greece,Papua New Guinea,Asylum-seekers,2
2013,Greece,Paraguay,Asylum-seekers,0
2013,Greece,Palestinian,Asylum-seekers,251
2013,Greece,Palestinian,Refugees (incl. refugee-like situations),19
2013,Greece,Russian Federation,Asylum-seekers,137
2013,Greece,Russian Federation,Refugees (incl. refugee-like situations),14
2013,Greece,Rwanda,Asylum-seekers,53
2013,Greece,Rwanda,Refugees (incl. refugee-like situations),7
2013,Greece,Sudan,Asylum-seekers,387
2013,Greece,Sudan,Refugees (incl. refugee-like situations),98
2013,Greece,Senegal,Asylum-seekers,1035
2013,Greece,Senegal,Refugees (incl. refugee-like situations),12
2013,Greece,Singapore,Asylum-seekers,0
2013,Greece,Sierra Leone,Asylum-seekers,129
2013,Greece,Sierra Leone,Refugees (incl. refugee-like situations),5
2013,Greece,El Salvador,Asylum-seekers,7
2013,Greece,El Salvador,Refugees (incl. refugee-like situations),1
2013,Greece,Somalia,Asylum-seekers,467
2013,Greece,Somalia,Refugees (incl. refugee-like situations),82
2013,Greece,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,14
2013,Greece,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),4
2013,Greece,South Sudan,Asylum-seekers,2
2013,Greece,Sao Tome and Principe,Asylum-seekers,0
2013,Greece,Swaziland,Refugees (incl. refugee-like situations),1
2013,Greece,Seychelles,Asylum-seekers,1
2013,Greece,Syrian Arab Rep.,Asylum-seekers,1665
2013,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),195
2013,Greece,Chad,Asylum-seekers,2
2013,Greece,Togo,Asylum-seekers,17
2013,Greece,Togo,Refugees (incl. refugee-like situations),1
2013,Greece,Timor-Leste,Asylum-seekers,0
2013,Greece,Tunisia,Asylum-seekers,63
2013,Greece,Tunisia,Refugees (incl. refugee-like situations),3
2013,Greece,Turkey,Asylum-seekers,212
2013,Greece,Turkey,Refugees (incl. refugee-like situations),91
2013,Greece,United Rep. of Tanzania,Asylum-seekers,53
2013,Greece,United Rep. of Tanzania,Refugees (incl. refugee-like situations),4
2013,Greece,Uganda,Asylum-seekers,14
2013,Greece,Uganda,Refugees (incl. refugee-like situations),6
2013,Greece,Ukraine,Asylum-seekers,110
2013,Greece,Ukraine,Refugees (incl. refugee-like situations),6
2013,Greece,United States of America,Asylum-seekers,4
2013,Greece,Uzbekistan,Asylum-seekers,19
2013,Greece,Uzbekistan,Refugees (incl. refugee-like situations),22
2013,Greece,Venezuela (Bolivarian Republic of),Asylum-seekers,5
2013,Greece,Viet Nam,Asylum-seekers,12
2013,Greece,Viet Nam,Refugees (incl. refugee-like situations),4
2013,Greece,Various/Unknown,Asylum-seekers,105
2013,Greece,Various/Unknown,Refugees (incl. refugee-like situations),132
2013,Greece,Yemen,Asylum-seekers,3
2013,Greece,South Africa,Asylum-seekers,7
2013,Greece,Zambia,Asylum-seekers,1
2013,Greece,Zimbabwe,Asylum-seekers,6
2013,Greece,Zimbabwe,Refugees (incl. refugee-like situations),2
2013,Guatemala,Bangladesh,Asylum-seekers,0
2013,Guatemala,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),1
2013,Guatemala,China,Refugees (incl. refugee-like situations),1
2013,Guatemala,Colombia,Refugees (incl. refugee-like situations),6
2013,Guatemala,Cuba,Asylum-seekers,0
2013,Guatemala,Cuba,Refugees (incl. refugee-like situations),2
2013,Guatemala,Honduras,Asylum-seekers,0
2013,Guatemala,Honduras,Refugees (incl. refugee-like situations),8
2013,Guatemala,India,Asylum-seekers,0
2013,Guatemala,Jamaica,Refugees (incl. refugee-like situations),1
2013,Guatemala,Cambodia,Refugees (incl. refugee-like situations),1
2013,Guatemala,Mexico,Asylum-seekers,0
2013,Guatemala,Nicaragua,Asylum-seekers,0
2013,Guatemala,Nicaragua,Refugees (incl. refugee-like situations),104
2013,Guatemala,El Salvador,Asylum-seekers,14
2013,Guatemala,El Salvador,Refugees (incl. refugee-like situations),36
2013,Guatemala,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,1
2013,Guatemala,Venezuela (Bolivarian Republic of),Asylum-seekers,0
2013,Guyana,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),7
2013,Guyana,Rwanda,Refugees (incl. refugee-like situations),4
2013,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,6
2013,"China, Hong Kong SAR",Afghanistan,Refugees (incl. refugee-like situations),3
2013,"China, Hong Kong SAR",Burundi,Refugees (incl. refugee-like situations),1
2013,"China, Hong Kong SAR",Benin,Asylum-seekers,5
2013,"China, Hong Kong SAR",Burkina Faso,Asylum-seekers,0
2013,"China, Hong Kong SAR",Bangladesh,Asylum-seekers,77
2013,"China, Hong Kong SAR",Brazil,Asylum-seekers,1
2013,"China, Hong Kong SAR",Botswana,Asylum-seekers,1
2013,"China, Hong Kong SAR",Central African Rep.,Asylum-seekers,5
2013,"China, Hong Kong SAR",Canada,Asylum-seekers,1
2013,"China, Hong Kong SAR",Côte d'Ivoire,Asylum-seekers,1
2013,"China, Hong Kong SAR",Côte d'Ivoire,Refugees (incl. refugee-like situations),4
2013,"China, Hong Kong SAR",Cameroon,Asylum-seekers,3
2013,"China, Hong Kong SAR",Dem. Rep. of the Congo,Asylum-seekers,8
2013,"China, Hong Kong SAR",Congo,Asylum-seekers,2
2013,"China, Hong Kong SAR",Congo,Refugees (incl. refugee-like situations),1
2013,"China, Hong Kong SAR",Colombia,Asylum-seekers,16
2013,"China, Hong Kong SAR",Colombia,Refugees (incl. refugee-like situations),1
2013,"China, Hong Kong SAR",Algeria,Asylum-seekers,2
2013,"China, Hong Kong SAR",Egypt,Asylum-seekers,23
2013,"China, Hong Kong SAR",Egypt,Refugees (incl. refugee-like situations),2
2013,"China, Hong Kong SAR",Eritrea,Asylum-seekers,6
2013,"China, Hong Kong SAR",Eritrea,Refugees (incl. refugee-like situations),2
2013,"China, Hong Kong SAR",Ethiopia,Asylum-seekers,5
2013,"China, Hong Kong SAR",Fiji,Asylum-seekers,3
2013,"China, Hong Kong SAR",United Kingdom,Asylum-seekers,0
2013,"China, Hong Kong SAR",United Kingdom,Refugees (incl. refugee-like situations),2
2013,"China, Hong Kong SAR",Ghana,Asylum-seekers,5
2013,"China, Hong Kong SAR",Guinea,Asylum-seekers,9
2013,"China, Hong Kong SAR",Gambia,Asylum-seekers,16
2013,"China, Hong Kong SAR",Guinea-Bissau,Asylum-seekers,1
2013,"China, Hong Kong SAR",Guatemala,Asylum-seekers,1
2013,"China, Hong Kong SAR",Indonesia,Asylum-seekers,420
2013,"China, Hong Kong SAR",India,Asylum-seekers,232
2013,"China, Hong Kong SAR",Iran (Islamic Rep. of),Asylum-seekers,7
2013,"China, Hong Kong SAR",Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),2
2013,"China, Hong Kong SAR",Jordan,Asylum-seekers,1
2013,"China, Hong Kong SAR",Jordan,Refugees (incl. refugee-like situations),1
2013,"China, Hong Kong SAR",Kenya,Asylum-seekers,7
2013,"China, Hong Kong SAR",Rep. of Korea,Asylum-seekers,0
2013,"China, Hong Kong SAR",Liberia,Asylum-seekers,2
2013,"China, Hong Kong SAR",Liberia,Refugees (incl. refugee-like situations),2
2013,"China, Hong Kong SAR",Sri Lanka,Asylum-seekers,60
2013,"China, Hong Kong SAR",Sri Lanka,Refugees (incl. refugee-like situations),30
2013,"China, Hong Kong SAR",Morocco,Asylum-seekers,1
2013,"China, Hong Kong SAR",Madagascar,Asylum-seekers,1
2013,"China, Hong Kong SAR",Mali,Asylum-seekers,7
2013,"China, Hong Kong SAR",Myanmar,Asylum-seekers,2
2013,"China, Hong Kong SAR",Mongolia,Asylum-seekers,0
2013,"China, Hong Kong SAR",Malaysia,Asylum-seekers,1
2013,"China, Hong Kong SAR",Namibia,Asylum-seekers,5
2013,"China, Hong Kong SAR",Niger,Asylum-seekers,8
2013,"China, Hong Kong SAR",Nigeria,Asylum-seekers,39
2013,"China, Hong Kong SAR",Nepal,Asylum-seekers,25
2013,"China, Hong Kong SAR",Nepal,Refugees (incl. refugee-like situations),3
2013,"China, Hong Kong SAR",New Zealand,Asylum-seekers,1
2013,"China, Hong Kong SAR",Pakistan,Asylum-seekers,258
2013,"China, Hong Kong SAR",Pakistan,Refugees (incl. refugee-like situations),18
2013,"China, Hong Kong SAR",Peru,Asylum-seekers,2
2013,"China, Hong Kong SAR",Philippines,Asylum-seekers,147
2013,"China, Hong Kong SAR",Philippines,Refugees (incl. refugee-like situations),1
2013,"China, Hong Kong SAR",Poland,Asylum-seekers,1
2013,"China, Hong Kong SAR",Palestinian,Asylum-seekers,0
2013,"China, Hong Kong SAR",Palestinian,Refugees (incl. refugee-like situations),9
2013,"China, Hong Kong SAR",Russian Federation,Asylum-seekers,3
2013,"China, Hong Kong SAR",Russian Federation,Refugees (incl. refugee-like situations),2
2013,"China, Hong Kong SAR",Rwanda,Asylum-seekers,18
2013,"China, Hong Kong SAR",Rwanda,Refugees (incl. refugee-like situations),4
2013,"China, Hong Kong SAR",Sierra Leone,Asylum-seekers,0
2013,"China, Hong Kong SAR",Somalia,Asylum-seekers,61
2013,"China, Hong Kong SAR",Somalia,Refugees (incl. refugee-like situations),22
2013,"China, Hong Kong SAR",Syrian Arab Rep.,Asylum-seekers,2
2013,"China, Hong Kong SAR",Chad,Asylum-seekers,0
2013,"China, Hong Kong SAR",Togo,Asylum-seekers,27
2013,"China, Hong Kong SAR",Togo,Refugees (incl. refugee-like situations),1
2013,"China, Hong Kong SAR",Thailand,Asylum-seekers,3
2013,"China, Hong Kong SAR",United Rep. of Tanzania,Asylum-seekers,9
2013,"China, Hong Kong SAR",Uganda,Asylum-seekers,35
2013,"China, Hong Kong SAR",Uganda,Refugees (incl. refugee-like situations),1
2013,"China, Hong Kong SAR",United States of America,Asylum-seekers,2
2013,"China, Hong Kong SAR",Viet Nam,Asylum-seekers,247
2013,"China, Hong Kong SAR",Viet Nam,Refugees (incl. refugee-like situations),7
2013,"China, Hong Kong SAR",Various/Unknown,Asylum-seekers,1
2013,"China, Hong Kong SAR",Yemen,Asylum-seekers,34
2013,"China, Hong Kong SAR",Yemen,Refugees (incl. refugee-like situations),7
2013,"China, Hong Kong SAR",South Africa,Asylum-seekers,3
2013,"China, Hong Kong SAR",Zambia,Asylum-seekers,1
2013,"China, Hong Kong SAR",Zimbabwe,Asylum-seekers,1
2013,Honduras,Colombia,Refugees (incl. refugee-like situations),4
2013,Honduras,Cuba,Refugees (incl. refugee-like situations),2
2013,Honduras,Haiti,Refugees (incl. refugee-like situations),6
2013,Honduras,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),3
2013,Honduras,Nicaragua,Asylum-seekers,22
2013,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2013,Croatia,Afghanistan,Asylum-seekers,11
2013,Croatia,Afghanistan,Refugees (incl. refugee-like situations),20
2013,Croatia,Armenia,Refugees (incl. refugee-like situations),1
2013,Croatia,Azerbaijan,Asylum-seekers,0
2013,Croatia,Burkina Faso,Asylum-seekers,0
2013,Croatia,Bangladesh,Asylum-seekers,0
2013,Croatia,Bosnia and Herzegovina,Asylum-seekers,6
2013,Croatia,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),386
2013,Croatia,Belarus,Asylum-seekers,2
2013,Croatia,Côte d'Ivoire,Asylum-seekers,3
2013,Croatia,Cameroon,Asylum-seekers,2
2013,Croatia,Dem. Rep. of the Congo,Asylum-seekers,1
2013,Croatia,Congo,Refugees (incl. refugee-like situations),3
2013,Croatia,Cuba,Asylum-seekers,0
2013,Croatia,Algeria,Asylum-seekers,15
2013,Croatia,Egypt,Asylum-seekers,5
2013,Croatia,Eritrea,Asylum-seekers,1
2013,Croatia,Eritrea,Refugees (incl. refugee-like situations),2
2013,Croatia,Western Sahara,Asylum-seekers,0
2013,Croatia,Ethiopia,Asylum-seekers,0
2013,Croatia,Georgia,Refugees (incl. refugee-like situations),4
2013,Croatia,Ghana,Asylum-seekers,1
2013,Croatia,Guinea,Asylum-seekers,1
2013,Croatia,Gambia,Asylum-seekers,0
2013,Croatia,Hungary,Asylum-seekers,0
2013,Croatia,India,Asylum-seekers,0
2013,Croatia,Iran (Islamic Rep. of),Asylum-seekers,0
2013,Croatia,Iraq,Asylum-seekers,1
2013,Croatia,Iraq,Refugees (incl. refugee-like situations),5
2013,Croatia,Jamaica,Asylum-seekers,0
2013,Croatia,Kazakhstan,Asylum-seekers,1
2013,Croatia,Kazakhstan,Refugees (incl. refugee-like situations),4
2013,Croatia,Kenya,Asylum-seekers,0
2013,Croatia,Lebanon,Asylum-seekers,0
2013,Croatia,Libya,Asylum-seekers,1
2013,Croatia,Latvia,Asylum-seekers,1
2013,Croatia,Morocco,Asylum-seekers,9
2013,Croatia,Rep. of Moldova,Refugees (incl. refugee-like situations),2
2013,Croatia,The former Yugoslav Republic of Macedonia,Asylum-seekers,1
2013,Croatia,Mali,Asylum-seekers,3
2013,Croatia,Myanmar,Asylum-seekers,0
2013,Croatia,Mauritania,Asylum-seekers,1
2013,Croatia,Niger,Asylum-seekers,0
2013,Croatia,Nigeria,Asylum-seekers,27
2013,Croatia,Nigeria,Refugees (incl. refugee-like situations),1
2013,Croatia,Pakistan,Asylum-seekers,14
2013,Croatia,Poland,Asylum-seekers,1
2013,Croatia,Palestinian,Asylum-seekers,6
2013,Croatia,Russian Federation,Asylum-seekers,3
2013,Croatia,Russian Federation,Refugees (incl. refugee-like situations),10
2013,Croatia,Sudan,Asylum-seekers,1
2013,Croatia,Sudan,Refugees (incl. refugee-like situations),2
2013,Croatia,Senegal,Asylum-seekers,1
2013,Croatia,Sierra Leone,Asylum-seekers,2
2013,Croatia,Somalia,Asylum-seekers,10
2013,Croatia,Somalia,Refugees (incl. refugee-like situations),5
2013,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,3
2013,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),200
2013,Croatia,Syrian Arab Rep.,Asylum-seekers,37
2013,Croatia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),22
2013,Croatia,Togo,Asylum-seekers,1
2013,Croatia,Tunisia,Asylum-seekers,32
2013,Croatia,Turkey,Asylum-seekers,4
2013,Croatia,Turkey,Refugees (incl. refugee-like situations),6
2013,Croatia,Uganda,Asylum-seekers,1
2013,Croatia,Ukraine,Asylum-seekers,1
2013,Croatia,Ukraine,Refugees (incl. refugee-like situations),5
2013,Croatia,Uzbekistan,Refugees (incl. refugee-like situations),3
2013,Croatia,Various/Unknown,Asylum-seekers,0
2013,Croatia,Various/Unknown,Refugees (incl. refugee-like situations),2
2013,Croatia,Zimbabwe,Asylum-seekers,0
2013,Croatia,Zimbabwe,Refugees (incl. refugee-like situations),1
2013,Haiti,Dem. Rep. of the Congo,Asylum-seekers,2
2013,Haiti,Cuba,Asylum-seekers,8
2013,Haiti,Dominican Rep.,Asylum-seekers,1
2013,Haiti,Sri Lanka,Asylum-seekers,2
2013,Hungary,Afghanistan,Asylum-seekers,697
2013,Hungary,Afghanistan,Refugees (incl. refugee-like situations),749
2013,Hungary,Angola,Refugees (incl. refugee-like situations),5
2013,Hungary,Albania,Asylum-seekers,0
2013,Hungary,Albania,Refugees (incl. refugee-like situations),3
2013,Hungary,Armenia,Asylum-seekers,0
2013,Hungary,Armenia,Refugees (incl. refugee-like situations),31
2013,Hungary,Azerbaijan,Refugees (incl. refugee-like situations),10
2013,Hungary,Benin,Asylum-seekers,0
2013,Hungary,Burkina Faso,Asylum-seekers,5
2013,Hungary,Bangladesh,Asylum-seekers,45
2013,Hungary,Bangladesh,Refugees (incl. refugee-like situations),5
2013,Hungary,Bulgaria,Asylum-seekers,0
2013,Hungary,Bosnia and Herzegovina,Asylum-seekers,0
2013,Hungary,Belarus,Asylum-seekers,0
2013,Hungary,Central African Rep.,Asylum-seekers,1
2013,Hungary,China,Asylum-seekers,0
2013,Hungary,China,Refugees (incl. refugee-like situations),5
2013,Hungary,Côte d'Ivoire,Asylum-seekers,29
2013,Hungary,Côte d'Ivoire,Refugees (incl. refugee-like situations),4
2013,Hungary,Cameroon,Asylum-seekers,10
2013,Hungary,Cameroon,Refugees (incl. refugee-like situations),23
2013,Hungary,Dem. Rep. of the Congo,Asylum-seekers,0
2013,Hungary,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),12
2013,Hungary,Congo,Asylum-seekers,22
2013,Hungary,Congo,Refugees (incl. refugee-like situations),8
2013,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2013,Hungary,Comoros,Asylum-seekers,9
2013,Hungary,Cuba,Asylum-seekers,19
2013,Hungary,Cuba,Refugees (incl. refugee-like situations),35
2013,Hungary,Cyprus,Asylum-seekers,0
2013,Hungary,Algeria,Asylum-seekers,17
2013,Hungary,Algeria,Refugees (incl. refugee-like situations),7
2013,Hungary,Egypt,Asylum-seekers,8
2013,Hungary,Egypt,Refugees (incl. refugee-like situations),5
2013,Hungary,Eritrea,Asylum-seekers,18
2013,Hungary,Eritrea,Refugees (incl. refugee-like situations),6
2013,Hungary,Western Sahara,Asylum-seekers,1
2013,Hungary,Western Sahara,Refugees (incl. refugee-like situations),1
2013,Hungary,Ethiopia,Asylum-seekers,1
2013,Hungary,Ethiopia,Refugees (incl. refugee-like situations),25
2013,Hungary,Gabon,Asylum-seekers,0
2013,Hungary,Georgia,Asylum-seekers,5
2013,Hungary,Georgia,Refugees (incl. refugee-like situations),45
2013,Hungary,Ghana,Asylum-seekers,56
2013,Hungary,Ghana,Refugees (incl. refugee-like situations),2
2013,Hungary,Guinea,Asylum-seekers,13
2013,Hungary,Guinea,Refugees (incl. refugee-like situations),6
2013,Hungary,Gambia,Asylum-seekers,4
2013,Hungary,Guinea-Bissau,Asylum-seekers,0
2013,Hungary,Greece,Asylum-seekers,0
2013,Hungary,Croatia,Asylum-seekers,0
2013,Hungary,Croatia,Refugees (incl. refugee-like situations),7
2013,Hungary,Haiti,Asylum-seekers,0
2013,Hungary,India,Asylum-seekers,10
2013,Hungary,India,Refugees (incl. refugee-like situations),3
2013,Hungary,Ireland,Asylum-seekers,0
2013,Hungary,Iran (Islamic Rep. of),Asylum-seekers,10
2013,Hungary,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),69
2013,Hungary,Iraq,Asylum-seekers,12
2013,Hungary,Iraq,Refugees (incl. refugee-like situations),223
2013,Hungary,Jordan,Asylum-seekers,1
2013,Hungary,Jordan,Refugees (incl. refugee-like situations),2
2013,Hungary,Kazakhstan,Asylum-seekers,0
2013,Hungary,Kazakhstan,Refugees (incl. refugee-like situations),1
2013,Hungary,Kenya,Asylum-seekers,2
2013,Hungary,Kenya,Refugees (incl. refugee-like situations),1
2013,Hungary,Kyrgyzstan,Asylum-seekers,0
2013,Hungary,Rep. of Korea,Asylum-seekers,0
2013,Hungary,Kuwait,Refugees (incl. refugee-like situations),1
2013,Hungary,Lebanon,Asylum-seekers,0
2013,Hungary,Lebanon,Refugees (incl. refugee-like situations),11
2013,Hungary,Liberia,Asylum-seekers,1
2013,Hungary,Liberia,Refugees (incl. refugee-like situations),2
2013,Hungary,Libya,Asylum-seekers,1
2013,Hungary,Libya,Refugees (incl. refugee-like situations),2
2013,Hungary,Sri Lanka,Asylum-seekers,2
2013,Hungary,Sri Lanka,Refugees (incl. refugee-like situations),17
2013,Hungary,Morocco,Asylum-seekers,7
2013,Hungary,Morocco,Refugees (incl. refugee-like situations),2
2013,Hungary,Rep. of Moldova,Asylum-seekers,4
2013,Hungary,Rep. of Moldova,Refugees (incl. refugee-like situations),3
2013,Hungary,Madagascar,Asylum-seekers,1
2013,Hungary,The former Yugoslav Republic of Macedonia,Asylum-seekers,0
2013,Hungary,Mali,Asylum-seekers,19
2013,Hungary,Mali,Refugees (incl. refugee-like situations),1
2013,Hungary,Myanmar,Asylum-seekers,3
2013,Hungary,Myanmar,Refugees (incl. refugee-like situations),2
2013,Hungary,Montenegro,Asylum-seekers,0
2013,Hungary,Mongolia,Asylum-seekers,0
2013,Hungary,Mauritania,Asylum-seekers,14
2013,Hungary,Mauritania,Refugees (incl. refugee-like situations),1
2013,Hungary,Mauritius,Asylum-seekers,0
2013,Hungary,Niger,Asylum-seekers,0
2013,Hungary,Nigeria,Asylum-seekers,78
2013,Hungary,Nigeria,Refugees (incl. refugee-like situations),24
2013,Hungary,Nepal,Asylum-seekers,0
2013,Hungary,Nepal,Refugees (incl. refugee-like situations),7
2013,Hungary,Pakistan,Asylum-seekers,167
2013,Hungary,Pakistan,Refugees (incl. refugee-like situations),34
2013,Hungary,Philippines,Asylum-seekers,0
2013,Hungary,Poland,Asylum-seekers,0
2013,Hungary,Palestinian,Asylum-seekers,77
2013,Hungary,Palestinian,Refugees (incl. refugee-like situations),48
2013,Hungary,Romania,Refugees (incl. refugee-like situations),27
2013,Hungary,Russian Federation,Asylum-seekers,2
2013,Hungary,Russian Federation,Refugees (incl. refugee-like situations),24
2013,Hungary,Rwanda,Asylum-seekers,6
2013,Hungary,Sudan,Asylum-seekers,42
2013,Hungary,Sudan,Refugees (incl. refugee-like situations),32
2013,Hungary,Senegal,Asylum-seekers,39
2013,Hungary,Senegal,Refugees (incl. refugee-like situations),1
2013,Hungary,Sierra Leone,Asylum-seekers,3
2013,Hungary,Sierra Leone,Refugees (incl. refugee-like situations),2
2013,Hungary,Somalia,Asylum-seekers,42
2013,Hungary,Somalia,Refugees (incl. refugee-like situations),446
2013,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,125
2013,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),76
2013,Hungary,Slovenia,Asylum-seekers,0
